english	chinese	category	notes
Infantry	步兵	unit_class
Tank	戰車	unit_class
Recon	偵察	unit_class
Anti-tank	反戰車	unit_class
Artillery	火砲	unit_class
AA	防空	unit_class	Anti-Aircraft
Air Defense	防空	unit_class
Fighter	戰鬥機	unit_class
Tactical Bomber	戰術轟炸機	unit_class
Strategic Bomber	戰略轟炸機	unit_class
Level Bomber	水平轟炸機	unit_class
Dive Bomber	俯衝轟炸機	unit_class
Torpedo Bomber	魚雷轟炸機	unit_class
Fighter-Bomber	戰鬥轟炸機	unit_class
Transport	運輸	unit_class
Paratroop	傘兵	unit_class
Cavalry	騎兵	unit_class
Battleship	戰列艦	unit_class
Battlecruiser	戰鬥巡洋艦	unit_class
Light Cruiser	輕巡洋艦	unit_class
Heavy Cruiser	重巡洋艦	unit_class
Destroyer	驅逐艦	unit_class
Submarine	潛艇	unit_class
Carrier	航空母艦	unit_class
Aircraft Carrier	航空母艦	unit_class
CVE	護航航空母艦	unit_class
Marines	陸戰隊	unit_class
Engineers	工兵	unit_class
Partisans	游擊隊	unit_class
Flak	防空砲	unit_class
Clear	晴朗	terrain	weather
Forest	森林	terrain
Rough	丘陵	terrain
Mountain	山脈	terrain
Swamp	沼澤	terrain
Desert	沙漠	terrain
Sand	沙灘	terrain
Bocage	樹籬	terrain
Hedgerow	樹籬	terrain
Jungle	叢林	terrain
Beach	海灘	terrain
Sea	海洋	terrain
Ocean	海洋	terrain
River	河流	terrain
Deep Water	深海	terrain
Shallow Water	淺海	terrain
Ford	淺灘	terrain
Road	道路	terrain
Airfield	機場	terrain
Runway	跑道	terrain
Fortification	要塞	terrain
Port	港口	terrain
City	城市	terrain
Town	城鎮	terrain
Farm	農地	terrain
Rice Paddy	稻田	terrain
Escarpment	斷崖	terrain
Volcano	火山	terrain
Reef	礁石	terrain
Snow	雪	terrain
Ice	冰	terrain
Rain	雨	weather
Cloudy	陰	weather
Foggy	霧	weather
Overcast	多雲	weather
Storm	風暴	weather
Sunny	晴	weather
Fine	晴朗	weather
Fair	晴朗	weather
Fog	霧	weather
Blizzard	暴風雪	weather
Dry	乾燥	ground
Mud	泥濘	ground
Muddy	泥濘	ground
Frozen	結冰	ground
Iced	結冰	ground
USA	美國	nation
America	美國	nation
American	美國	nation
Japan	日本	nation
Japanese	日本	nation
Britain	英國	nation
British	英國	nation
UK	英國	nation
England	英國	nation
English	英國	nation
Australia	澳洲	nation
Australian	澳洲	nation
China	中國	nation
Chinese	中國	nation
USSR	蘇聯	nation
Soviet	蘇聯	nation
Russia	俄羅斯	nation
Russian	俄羅斯	nation
Philippines	菲律賓	nation
Filipino	菲律賓	nation
Netherlands	荷蘭	nation
Dutch	荷蘭	nation
Holland	荷蘭	nation
France	法國	nation
French	法國	nation
Germany	德國	nation
German	德國	nation
Italy	義大利	nation
Italian	義大利	nation
Poland	波蘭	nation
Polish	波蘭	nation
New Zealand	紐西蘭	nation
Canada	加拿大	nation
Canadian	加拿大	nation
India	印度	nation
Indian	印度	nation
Burma	緬甸	nation
Manchukuo	滿洲國	nation
Korea	韓國	nation
Korean	韓國	nation
Vietnam	越南	nation
Thailand	泰國	nation
Siam	暹羅	nation
Malaya	馬來亞	nation	1941-45 英屬
Malay	馬來亞	nation
Indonesia	印尼	nation
Indonesian	印尼	nation
Axis	軸心	side
Allied	盟軍	side
Allies	盟軍	side
Neutral	中立	side
Attacker	攻擊方	side
Defender	防守方	side
Jan	一月	month
Feb	二月	month
Mar	三月	month
Apr	四月	month
May	五月	month
Jun	六月	month
Jul	七月	month
Aug	八月	month
Sep	九月	month
Oct	十月	month
Nov	十一月	month
Dec	十二月	month
Spring	春	season
Summer	夏	season
Autumn	秋	season
Winter	冬	season
Fall	秋	season
Turn	回合	game
Prestige	威望	game
Victory	勝利	game
Major Victory	大勝	game
Minor Victory	小勝	game
Defeat	戰敗	game
Loss	落敗	game
Draw	平手	game
Score	分數	game
Campaign	戰役	game
Scenario	劇本	game
Briefing	簡報	game
Debriefing	戰報	game
Report	報告	game
Dossier	檔案	game
Save	儲存	game
Load	載入	game
New	新建	game
Delete	刪除	game
Cancel	取消	game
OK	確定	game
Yes	是	game
No	否	game
Continue	繼續	game
Back	返回	game
Next	下一步	game
Done	完成	game
Exit	離開	game
Quit	離開	game
Play	開始	game
Start	開始	game
Pause	暫停	game
Resume	繼續	game
Options	選項	game
Settings	設定	game
Help	說明	game
About	關於	game
File	檔案	menu
Edit	編輯	menu
View	檢視	menu
Game	遊戲	menu
Menu	選單	menu
Tools	工具	menu
Window	視窗	menu
Print	列印	menu
Open	開啟	menu
Close	關閉	menu
Purchase	購買	action
Buy	購買	action
Sell	出售	action
Refit	補充	action
Upgrade	升級	action
Deploy	部署	action
Move	移動	action
Attack	攻擊	action
Defend	防禦	action
Retreat	撤退	action
Skip	跳過	action
End Turn	結束回合	action
Land	陸地	medium
Air	空中	medium
Sea	海洋	medium
Naval	海軍	medium
Ground	地面	medium
Leg	步行	movement
Tracked	履帶	movement
Wheeled	輪型	movement
Half-tracked	半履帶	movement
Motorized	機動	movement
Air Mobile	空運	movement
Airborne	空降	movement
Amphibious	兩棲	movement
None	無	generic
All	全部	generic
Any	任何	generic
North	北	direction
South	南	direction
East	東	direction
West	西	direction
Small	小	size
Medium	中	size
Large	大	size
Huge	巨	size
Easy	簡單	difficulty
Normal	普通	difficulty
Hard	困難	difficulty
Expert	專家	difficulty
Elite	精銳	quality
Veteran	老兵	quality
Green	新兵	quality
Regular	正規	quality
Militia	民兵	quality
Reserves	預備	quality
Reserve	預備	quality
